,FIPS Code,State,Area name,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2013-17"
971,20117,KS,Marshall County,814.0,987.0,1286.0
972,20119,KS,Meade County,485.0,578.0,570.0
973,20121,KS,Miami County,1997.0,3570.0,5776.0
974,20123,KS,Mitchell County,758.0,783.0,1019.0
975,20125,KS,Montgomery County,3464.0,3844.0,4205.0
976,20127,KS,Morris County,532.0,676.0,743.0
977,20129,KS,Morton County,348.0,382.0,243.0
978,20131,KS,Nemaha County,832.0,1027.0,1580.0
979,20133,KS,Neosho County,1296.0,1668.0,2089.0
980,20135,KS,Ness County,346.0,446.0,416.0
981,20137,KS,Norton County,540.0,643.0,638.0
982,20139,KS,Osage County,945.0,1594.0,2273.0
983,20141,KS,Osborne County,380.0,484.0,588.0
984,20143,KS,Ottawa County,545.0,690.0,914.0
985,20145,KS,Pawnee County,853.0,1062.0,919.0
986,20147,KS,Phillips County,504.0,672.0,811.0
987,20149,KS,Pottawatomie County,1567.0,2602.0,4922.0
988,20151,KS,Pratt County,1265.0,1339.0,1657.0
989,20153,KS,Rawlins County,336.0,343.0,500.0
990,20155,KS,Reno County,6144.0,7458.0,8656.0
991,20157,KS,Republic County,490.0,633.0,820.0
992,20159,KS,Rice County,1309.0,1176.0,1431.0
993,20161,KS,Riley County,10470.0,11896.0,17136.0
994,20163,KS,Rooks County,449.0,599.0,926.0
995,20165,KS,Rush County,321.0,421.0,531.0
996,20167,KS,Russell County,794.0,888.0,1241.0
997,20169,KS,Saline County,5611.0,7058.0,9281.0
998,20171,KS,Scott County,470.0,777.0,880.0
999,20173,KS,Sedgwick County,56119.0,71818.0,100690.0
1000,20175,KS,Seward County,1252.0,1723.0,1607.0
1001,20177,KS,Shawnee County,23400.0,29094.0,36483.0
1002,20179,KS,Sheridan County,270.0,303.0,444.0
1003,20181,KS,Sherman County,554.0,648.0,740.0
1004,20183,KS,Smith County,376.0,558.0,550.0
1005,20185,KS,Stafford County,601.0,600.0,665.0
1006,20187,KS,Stanton County,238.0,248.0,309.0
1007,20189,KS,Stevens County,445.0,576.0,576.0
1008,20191,KS,Sumner County,1895.0,2610.0,3263.0
1009,20193,KS,Thomas County,784.0,1246.0,1335.0
1010,20195,KS,Trego County,309.0,329.0,495.0
1011,20197,KS,Wabaunsee County,548.0,801.0,1077.0
1012,20199,KS,Wallace County,143.0,195.0,287.0
1013,20201,KS,Washington County,552.0,693.0,746.0
1014,20203,KS,Wichita County,216.0,252.0,297.0
1015,20205,KS,Wilson County,806.0,760.0,956.0
1016,20207,KS,Woodson County,244.0,304.0,321.0
1017,20209,KS,Wyandotte County,10402.0,11636.0,17192.0
1018,21000,KY,Kentucky,318127.0,453469.0,692568.0
1019,21001,KY,Adair County,731.0,1233.0,2032.0
1020,21003,KY,Allen County,438.0,1060.0,2023.0
1021,21005,KY,Anderson County,928.0,1512.0,3026.0
1022,21007,KY,Ballard County,466.0,614.0,803.0
1023,21009,KY,Barren County,1873.0,2855.0,4796.0
1024,21011,KY,Bath County,393.0,749.0,948.0
1025,21013,KY,Bell County,1825.0,1800.0,1801.0
1026,21015,KY,Boone County,5422.0,12364.0,26260.0
1027,21017,KY,Bourbon County,1451.0,1752.0,2638.0
1028,21019,KY,Boyd County,4133.0,4890.0,6698.0
1029,21021,KY,Boyle County,2407.0,3564.0,4545.0
1030,21023,KY,Bracken County,326.0,520.0,790.0
1031,21025,KY,Breathitt County,809.0,1038.0,1173.0
1032,21027,KY,Breckinridge County,674.0,930.0,1374.0
1033,21029,KY,Bullitt County,1807.0,3619.0,7536.0
1034,21031,KY,Butler County,369.0,544.0,1052.0
1035,21033,KY,Caldwell County,733.0,929.0,1485.0
1036,21035,KY,Calloway County,3596.0,5057.0,6831.0
1037,21037,KY,Campbell County,7867.0,11748.0,19998.0
1038,21039,KY,Carlisle County,230.0,390.0,531.0
1039,21041,KY,Carroll County,633.0,553.0,837.0
1040,21043,KY,Carter County,1139.0,1550.0,2604.0
1041,21045,KY,Casey County,591.0,769.0,1359.0
1042,21047,KY,Christian County,4016.0,5028.0,6923.0
1043,21049,KY,Clark County,2489.0,3465.0,5408.0
1044,21051,KY,Clay County,954.0,1288.0,1402.0
1045,21053,KY,Clinton County,394.0,525.0,717.0
1046,21055,KY,Crittenden County,313.0,473.0,853.0
1047,21057,KY,Cumberland County,281.0,354.0,625.0
1048,21059,KY,Daviess County,7754.0,10168.0,14445.0
1049,21061,KY,Edmonson County,354.0,387.0,959.0
1050,21063,KY,Elliott County,220.0,345.0,413.0
1051,21065,KY,Estill County,496.0,707.0,1015.0
1052,21067,KY,Fayette County,43454.0,59615.0,85285.0
1053,21069,KY,Fleming County,695.0,806.0,1316.0
1054,21071,KY,Floyd County,1972.0,2747.0,3293.0
1055,21073,KY,Franklin County,6144.0,7723.0,9914.0
1056,21075,KY,Fulton County,567.0,588.0,656.0
1057,21077,KY,Gallatin County,168.0,345.0,691.0
1058,21079,KY,Garrard County,492.0,1045.0,1916.0
1059,21081,KY,Grant County,697.0,1304.0,1973.0
1060,21083,KY,Graves County,1990.0,3130.0,4091.0
1061,21085,KY,Grayson County,833.0,1226.0,1745.0
1062,21087,KY,Green County,485.0,726.0,871.0
1063,21089,KY,Greenup County,2672.0,2914.0,4390.0
1064,21091,KY,Hancock County,335.0,442.0,646.0
1065,21093,KY,Hardin County,6425.0,8967.0,16527.0
1066,21095,KY,Harlan County,1438.0,1952.0,2169.0
1067,21097,KY,Harrison County,902.0,1275.0,1960.0
1068,21099,KY,Hart County,505.0,803.0,1570.0
1069,21101,KY,Henderson County,3082.0,4131.0,5360.0
1070,21103,KY,Henry County,687.0,983.0,1165.0
1071,21105,KY,Hickman County,294.0,327.0,306.0
1072,21107,KY,Hopkins County,2865.0,3332.0,5013.0
1073,21109,KY,Jackson County,362.0,583.0,964.0
1074,21111,KY,Jefferson County,84952.0,115317.0,169425.0
1075,21113,KY,Jessamine County,3518.0,5205.0,10043.0
1076,21115,KY,Johnson County,1356.0,1456.0,2427.0
1077,21117,KY,Kenton County,15072.0,22375.0,32886.0
1078,21119,KY,Knott County,868.0,1171.0,1386.0
1079,21121,KY,Knox County,1442.0,1792.0,2097.0
1080,21123,KY,Larue County,636.0,984.0,1204.0
1081,21125,KY,Laurel County,2223.0,3666.0,5329.0
1082,21127,KY,Lawrence County,540.0,680.0,1270.0
1083,21129,KY,Lee County,268.0,337.0,442.0
1084,21131,KY,Leslie County,528.0,520.0,674.0
1085,21133,KY,Letcher County,1116.0,1297.0,1909.0
1086,21135,KY,Lewis County,545.0,596.0,1155.0
1087,21137,KY,Lincoln County,789.0,1302.0,1815.0
1088,21139,KY,Livingston County,333.0,577.0,601.0
1089,21141,KY,Logan County,1278.0,1673.0,2708.0
1090,21143,KY,Lyon County,450.0,627.0,917.0
1091,21145,KY,McCracken County,6084.0,8152.0,11138.0
1092,21147,KY,McCreary County,422.0,717.0,935.0
1093,21149,KY,McLean County,420.0,583.0,698.0
1094,21151,KY,Madison County,6172.0,9196.0,16320.0
1095,21153,KY,Magoffin County,348.0,532.0,893.0
1096,21155,KY,Marion County,659.0,1068.0,1703.0
1097,21157,KY,Marshall County,1814.0,2913.0,3966.0
1098,21159,KY,Martin County,433.0,709.0,700.0
1099,21161,KY,Mason County,1106.0,1637.0,2157.0
1100,21163,KY,Meade County,1518.0,1822.0,3341.0
1101,21165,KY,Menifee County,153.0,355.0,530.0
1102,21167,KY,Mercer County,1137.0,1912.0,2544.0
1103,21169,KY,Metcalfe County,296.0,447.0,839.0
1104,21171,KY,Monroe County,522.0,664.0,1094.0
1105,21173,KY,Montgomery County,1142.0,2014.0,3165.0
1106,21175,KY,Morgan County,488.0,721.0,1198.0
1107,21177,KY,Muhlenberg County,1247.0,1758.0,2432.0
1108,21179,KY,Nelson County,1697.0,3180.0,5284.0
1109,21181,KY,Nicholas County,266.0,347.0,502.0
1110,21183,KY,Ohio County,841.0,1132.0,1809.0
1111,21185,KY,Oldham County,4824.0,9299.0,17270.0
1112,21187,KY,Owen County,433.0,638.0,714.0
1113,21189,KY,Owsley County,312.0,250.0,486.0
1114,21191,KY,Pendleton County,496.0,878.0,1245.0
1115,21193,KY,Perry County,1236.0,1737.0,2409.0
1116,21195,KY,Pike County,3477.0,4579.0,5623.0
1117,21197,KY,Powell County,369.0,550.0,1121.0
1118,21199,KY,Pulaski County,2984.0,4033.0,6810.0
1119,21201,KY,Robertson County,109.0,136.0,266.0
1120,21203,KY,Rockcastle County,544.0,917.0,1398.0
1121,21205,KY,Rowan County,1809.0,2728.0,3720.0
1122,21207,KY,Russell County,609.0,1100.0,1675.0
1123,21209,KY,Scott County,2210.0,4152.0,9552.0
1124,21211,KY,Shelby County,2111.0,4125.0,7544.0
1125,21213,KY,Simpson County,854.0,1276.0,1833.0
1126,21215,KY,Spencer County,428.0,848.0,2486.0
1127,21217,KY,Taylor County,1393.0,1857.0,3111.0
1128,21219,KY,Todd County,501.0,716.0,1014.0
1129,21221,KY,Trigg County,827.0,1067.0,1730.0
1130,21223,KY,Trimble County,288.0,408.0,715.0
1131,21225,KY,Union County,837.0,1039.0,1101.0
1132,21227,KY,Warren County,8883.0,13846.0,22767.0
1133,21229,KY,Washington County,503.0,952.0,1416.0
1134,21231,KY,Wayne County,607.0,950.0,1645.0
1135,21233,KY,Webster County,541.0,668.0,817.0
1136,21235,KY,Whitley County,2275.0,3034.0,4606.0
1137,21237,KY,Wolfe County,311.0,484.0,391.0
1138,21239,KY,Woodford County,2501.0,4024.0,5846.0
1139,22000,LA,Lousiana,409123.0,519778.0,723452.0
1140,22001,LA,Acadia Parish,2780.0,3361.0,4904.0
1141,22003,LA,Allen Parish,895.0,1557.0,2352.0
1142,22005,LA,Ascension Parish,3099.0,6709.0,21121.0
1143,22007,LA,Assumption Parish,884.0,1061.0,1610.0
1144,22009,LA,Avoyelles Parish,1784.0,2196.0,3143.0
1145,22011,LA,Beauregard Parish,2386.0,2894.0,3965.0
1146,22013,LA,Bienville Parish,937.0,1167.0,1190.0
1147,22015,LA,Bossier Parish,8096.0,11097.0,21078.0
1148,22017,LA,Caddo Parish,28082.0,32683.0,40161.0
1149,22019,LA,Calcasieu Parish,14997.0,19317.0,28396.0
1150,22021,LA,Caldwell Parish,573.0,608.0,841.0
1151,22023,LA,Cameron Parish,439.0,496.0,567.0
1152,22025,LA,Catahoula Parish,588.0,649.0,952.0
1153,22027,LA,Claiborne Parish,1148.0,1387.0,1664.0
1154,22029,LA,Concordia Parish,1146.0,1224.0,1540.0
1155,22031,LA,De Soto Parish,1473.0,1652.0,2480.0
1156,22033,LA,East Baton Rouge Parish,61451.0,75487.0,96490.0
1157,22035,LA,East Carroll Parish,540.0,684.0,471.0
1158,22037,LA,East Feliciana Parish,1038.0,1567.0,1702.0
1159,22039,LA,Evangeline Parish,1642.0,2035.0,2793.0
1160,22041,LA,Franklin Parish,1379.0,1310.0,1541.0
1161,22043,LA,Grant Parish,1020.0,1169.0,1326.0
1162,22045,LA,Iberia Parish,3556.0,4913.0,5995.0
1163,22047,LA,Iberville Parish,1645.0,2018.0,3438.0
1164,22049,LA,Jackson Parish,894.0,1300.0,1458.0
1165,22051,LA,Jefferson Parish,53092.0,64216.0,76845.0
1166,22053,LA,Jefferson Davis Parish,1475.0,1922.0,3264.0
1167,22055,LA,Lafayette Parish,21828.0,29590.0,50004.0
1168,22057,LA,Lafourche Parish,4977.0,6908.0,10706.0
1169,22059,LA,La Salle Parish,692.0,1031.0,1226.0
1170,22061,LA,Lincoln Parish,5400.0,7017.0,9290.0
1171,22063,LA,Livingston Parish,3610.0,6461.0,15585.0
1172,22065,LA,Madison Parish,645.0,844.0,1031.0
1173,22067,LA,Morehouse Parish,2026.0,1893.0,2424.0
1174,22069,LA,Natchitoches Parish,3335.0,4060.0,4494.0
1175,22071,LA,Orleans Parish,68451.0,77407.0,99070.0
1176,22073,LA,Ouachita Parish,15583.0,20104.0,24406.0
1177,22075,LA,Plaquemines Parish,1121.0,1775.0,2936.0
1178,22077,LA,Pointe Coupee Parish,1321.0,1860.0,2435.0
1179,22079,LA,Rapides Parish,11657.0,13205.0,17433.0
1180,22081,LA,Red River Parish,488.0,506.0,906.0
1181,22083,LA,Richland Parish,1337.0,1674.0,2131.0
1182,22085,LA,Sabine Parish,1193.0,1707.0,2335.0
1183,22087,LA,St. Bernard Parish,3047.0,3942.0,3500.0
1184,22089,LA,St. Charles Parish,3753.0,5173.0,7747.0
1185,22091,LA,St. Helena Parish,443.0,727.0,807.0
1186,22093,LA,St. James Parish,978.0,1292.0,2033.0
1187,22095,LA,St. John the Baptist Parish,2592.0,3274.0,4696.0
1188,22097,LA,St. Landry Parish,4601.0,5748.0,7254.0
1189,22099,LA,St. Martin Parish,1691.0,2531.0,5061.0
1190,22101,LA,St. Mary Parish,2800.0,3122.0,3734.0
1191,22103,LA,St. Tammany Parish,20629.0,34822.0,55030.0
1192,22105,LA,Tangipahoa Parish,6413.0,9757.0,16499.0
1193,22107,LA,Tensas Parish,502.0,623.0,317.0
1194,22109,LA,Terrebonne Parish,5243.0,7752.0,10644.0
1195,22111,LA,Union Parish,1440.0,1749.0,1990.0
1196,22113,LA,Vermilion Parish,2665.0,3609.0,4752.0
1197,22115,LA,Vernon Parish,3154.0,3965.0,5503.0
1198,22117,LA,Washington Parish,2344.0,3055.0,3838.0
1199,22119,LA,Webster Parish,2703.0,3496.0,4247.0
1200,22121,LA,West Baton Rouge Parish,1141.0,1484.0,3424.0
1201,22123,LA,West Carroll Parish,656.0,758.0,924.0
1202,22125,LA,West Feliciana Parish,716.0,1137.0,2412.0
1203,22127,LA,Winn Parish,909.0,1041.0,1341.0
1204,23000,ME,Maine,149352.0,198960.0,291027.0
1205,23001,ME,Androscoggin County,8382.0,9993.0,16429.0
1206,23003,ME,Aroostook County,6947.0,7534.0,9365.0
1207,23005,ME,Cumberland County,44064.0,62068.0,93246.0
1208,23007,ME,Franklin County,3182.0,4021.0,5603.0
1209,23009,ME,Hancock County,6722.0,9878.0,13301.0
1210,23011,ME,Kennebec County,13526.0,16402.0,23186.0
1211,23013,ME,Knox County,4906.0,7423.0,9100.0
1212,23015,ME,Lincoln County,4593.0,6412.0,8609.0
1213,23017,ME,Oxford County,4415.0,5959.0,7885.0
1214,23019,ME,Penobscot County,16178.0,19406.0,28050.0
1215,23021,ME,Piscataquis County,1505.0,1631.0,2306.0
1216,23023,ME,Sagadahoc County,4649.0,5963.0,8923.0
1217,23025,ME,Somerset County,3325.0,4094.0,6221.0
1218,23027,ME,Waldo County,3586.0,5545.0,8708.0
1219,23029,ME,Washington County,2928.0,3442.0,4905.0
1220,23031,ME,York County,20444.0,29189.0,45190.0
1221,24000,MD,Maryland,826164.0,1099360.0,1596997.0
1222,24001,MD,Allegany County,5901.0,7208.0,9198.0
1223,24003,MD,Anne Arundel County,67823.0,100078.0,155397.0
1224,24005,MD,Baltimore County,118294.0,156341.0,216793.0
1225,24009,MD,Calvert County,5713.0,10740.0,18430.0
1226,24011,MD,Caroline County,1886.0,2361.0,3678.0
1227,24013,MD,Carroll County,15493.0,24483.0,39861.0
1228,24015,MD,Cecil County,5436.0,9168.0,16094.0
1229,24017,MD,Charles County,9857.0,15406.0,29444.0
1230,24019,MD,Dorchester County,2280.0,2564.0,4654.0
1231,24021,MD,Frederick County,20872.0,38176.0,67242.0
1232,24023,MD,Garrett County,1698.0,2770.0,4192.0
1233,24025,MD,Harford County,24768.0,39056.0,60475.0
1234,24027,MD,Howard County,57433.0,86437.0,128773.0
1235,24029,MD,Kent County,2001.0,2840.0,4631.0
1236,24031,MD,Montgomery County,256131.0,324080.0,416188.0
1237,24033,MD,Prince George's County,116728.0,136788.0,193476.0
1238,24035,MD,Queen Anne's County,4571.0,7123.0,12157.0
1239,24037,MD,St. Mary's County,7676.0,12302.0,22232.0
1240,24039,MD,Somerset County,1526.0,1900.0,2462.0
1241,24041,MD,Talbot County,5042.0,6895.0,10493.0
1242,24043,MD,Washington County,9226.0,13224.0,22294.0
1243,24045,MD,Wicomico County,8748.0,11718.0,17771.0
1244,24047,MD,Worcester County,3665.0,7378.0,11699.0
1245,24510,MD,Baltimore city,73396.0,80324.0,129363.0
1246,25000,MA,Massachusetts,1078999.0,1418295.0,1980861.0
1247,25001,MA,Barnstable County,37587.0,55463.0,68847.0
1248,25003,MA,Berkshire County,19361.0,24226.0,30828.0
1249,25005,MA,Bristol County,52143.0,71117.0,105838.0
1250,25007,MA,Dukes County,2649.0,4102.0,5892.0
1251,25009,MA,Essex County,115721.0,152225.0,207385.0
1252,25011,MA,Franklin County,11274.0,14285.0,19430.0
1253,25013,MA,Hampden County,51575.0,60554.0,83292.0
1254,25015,MA,Hampshire County,27265.0,35365.0,45146.0
1255,25017,MA,Middlesex County,333036.0,438733.0,598699.0
1256,25019,MA,Nantucket County,1422.0,2681.0,3578.0
1257,25021,MA,Norfolk County,145019.0,194349.0,254773.0
1258,25023,MA,Plymouth County,61614.0,86780.0,125551.0
1259,25025,MA,Suffolk County,118466.0,144910.0,233985.0
1260,25027,MA,Worcester County,101867.0,133505.0,197617.0
1261,26000,MI,Michigan,1014047.0,1396259.0,1887041.0
1262,26001,MI,Alcona County,664.0,977.0,1291.0
1263,26003,MI,Alger County,691.0,1052.0,1266.0
1264,26005,MI,Allegan County,6675.0,10595.0,17092.0
1265,26007,MI,Alpena County,2302.0,2817.0,3651.0
1266,26009,MI,Antrim County,1669.0,3102.0,4645.0
1267,26011,MI,Arenac County,697.0,1078.0,1323.0
1268,26013,MI,Baraga County,428.0,667.0,966.0
1269,26015,MI,Barry County,3444.0,5472.0,8095.0
1270,26017,MI,Bay County,7896.0,10515.0,14206.0
1271,26019,MI,Benzie County,1258.0,2258.0,3726.0
1272,26021,MI,Berrien County,17155.0,20930.0,28631.0
1273,26023,MI,Branch County,2736.0,3221.0,4208.0
1274,26025,MI,Calhoun County,11969.0,14439.0,19062.0
1275,26027,MI,Cass County,2943.0,4138.0,6572.0
1276,26029,MI,Charlevoix County,2239.0,3479.0,5792.0
1277,26031,MI,Cheboygan County,1414.0,2589.0,3746.0
1278,26033,MI,Chippewa County,2359.0,3846.0,5413.0
1279,26035,MI,Clare County,1114.0,1883.0,2706.0
1280,26037,MI,Clinton County,5211.0,8887.0,16543.0
1281,26039,MI,Crawford County,1012.0,1278.0,1807.0
1282,26041,MI,Delta County,2759.0,4503.0,5482.0
1283,26043,MI,Dickinson County,2340.0,3138.0,4743.0
1284,26045,MI,Eaton County,10787.0,14560.0,19699.0
1285,26047,MI,Emmet County,3161.0,5562.0,7806.0
1286,26049,MI,Genesee County,33885.0,45059.0,56811.0
1287,26051,MI,Gladwin County,933.0,1681.0,2540.0
1288,26053,MI,Gogebic County,1427.0,1947.0,2173.0
1289,26055,MI,Grand Traverse County,9063.0,13520.0,22381.0
1290,26057,MI,Gratiot County,2606.0,3528.0,4136.0
1291,26059,MI,Hillsdale County,3021.0,3559.0,5239.0
1292,26061,MI,Houghton County,3720.0,4880.0,6966.0
1293,26063,MI,Huron County,2022.0,2718.0,3624.0
1294,26065,MI,Ingham County,46375.0,53690.0,66033.0
1295,26067,MI,Ionia County,2966.0,4075.0,6985.0
1296,26069,MI,Iosco County,1988.0,2227.0,3233.0
1297,26071,MI,Iron County,961.0,1326.0,1631.0
1298,26073,MI,Isabella County,5702.0,7577.0,11154.0
1299,26075,MI,Jackson County,12542.0,17052.0,23073.0
1300,26077,MI,Kalamazoo County,36535.0,45189.0,60013.0
1301,26079,MI,Kalkaska County,606.0,1078.0,1561.0
1302,26081,MI,Kent County,63242.0,90838.0,144157.0
1303,26083,MI,Keweenaw County,143.0,312.0,415.0
1304,26085,MI,Lake County,390.0,625.0,1018.0
1305,26087,MI,Lapeer County,4247.0,7182.0,11345.0
1306,26089,MI,Leelanau County,2686.0,4636.0,6708.0
1307,26091,MI,Lenawee County,7238.0,10462.0,13924.0
1308,26093,MI,Livingston County,14152.0,28540.0,44859.0
1309,26095,MI,Luce County,364.0,580.0,725.0
1310,26097,MI,Mackinac County,745.0,1281.0,1584.0
1311,26099,MI,Macomb County,63622.0,94145.0,146143.0
1312,26101,MI,Manistee County,1532.0,2449.0,3727.0
1313,26103,MI,Marquette County,8589.0,9943.0,13706.0
1314,26105,MI,Mason County,1988.0,3086.0,4588.0
1315,26107,MI,Mecosta County,3405.0,4452.0,5785.0
1316,26109,MI,Menominee County,1531.0,1903.0,2729.0
1317,26111,MI,Midland County,12948.0,15653.0,19684.0
1318,26113,MI,Missaukee County,613.0,965.0,1393.0
1319,26115,MI,Monroe County,8655.0,13523.0,19303.0
1320,26117,MI,Montcalm County,2694.0,4278.0,5545.0
1321,26119,MI,Montmorency County,549.0,625.0,886.0
1322,26121,MI,Muskegon County,11118.0,15090.0,21707.0
1323,26123,MI,Newaygo County,2525.0,3457.0,4959.0
1324,26125,MI,Oakland County,216242.0,308723.0,397060.0
1325,26127,MI,Oceana County,1465.0,2157.0,3266.0
1326,26129,MI,Ogemaw County,894.0,1453.0,1837.0
1327,26131,MI,Ontonagon County,571.0,766.0,870.0
1328,26133,MI,Osceola County,1082.0,1698.0,1999.0
1329,26135,MI,Oscoda County,430.0,539.0,675.0
1330,26137,MI,Otsego County,1560.0,2691.0,3744.0
1331,26139,MI,Ottawa County,20734.0,36834.0,56107.0
1332,26141,MI,Presque Isle County,812.0,1201.0,1623.0
1333,26143,MI,Roscommon County,1145.0,2062.0,2691.0
1334,26145,MI,Saginaw County,17013.0,21498.0,27846.0
1335,26147,MI,St. Clair County,9721.0,13524.0,20178.0
1336,26149,MI,St. Joseph County,4005.0,5074.0,6270.0
1337,26151,MI,Sanilac County,2139.0,2915.0,4065.0
1338,26153,MI,Schoolcraft County,500.0,710.0,922.0
1339,26155,MI,Shiawassee County,4442.0,6394.0,7735.0
1340,26157,MI,Tuscola County,2811.0,4019.0,5229.0
1341,26159,MI,Van Buren County,5297.0,7003.0,10537.0
1342,26161,MI,Washtenaw County,70015.0,95026.0,121694.0
1343,26163,MI,Wayne County,180822.0,224792.0,267780.0
1344,26165,MI,Wexford County,2096.0,3063.0,3999.0
1345,27000,MN,Minnesota,604584.0,868082.0,1285750.0
1346,27001,MN,Aitkin County,847.0,1273.0,2059.0
1347,27003,MN,Anoka County,22541.0,39827.0,66995.0
1348,27005,MN,Becker County,2144.0,3316.0,5512.0
1349,27007,MN,Beltrami County,3923.0,5346.0,7510.0
1350,27009,MN,Benton County,2598.0,3573.0,5826.0
1351,27011,MN,Big Stone County,434.0,460.0,617.0
1352,27013,MN,Blue Earth County,6643.0,8441.0,12261.0
1353,27015,MN,Brown County,2128.0,2891.0,3426.0
1354,27017,MN,Carlton County,2314.0,3164.0,5295.0
1355,27019,MN,Carver County,6265.0,14820.0,30219.0
1356,27021,MN,Cass County,1668.0,3102.0,4520.0
1357,27023,MN,Chippewa County,970.0,1204.0,1476.0
1358,27025,MN,Chisago County,2229.0,3950.0,7921.0
1359,27027,MN,Clay County,5988.0,7313.0,12450.0
1360,27029,MN,Clearwater County,527.0,820.0,922.0
1361,27031,MN,Cook County,571.0,1114.0,1695.0
1362,27033,MN,Cottonwood County,1062.0,1189.0,1613.0
1363,27035,MN,Crow Wing County,3894.0,6839.0,11061.0
1364,27037,MN,Dakota County,46318.0,78265.0,114336.0
1365,27039,MN,Dodge County,1120.0,1879.0,3290.0
1366,27041,MN,Douglas County,2340.0,3809.0,6620.0
1367,27043,MN,Faribault County,1380.0,1539.0,1739.0
1368,27045,MN,Fillmore County,1429.0,2129.0,2970.0
1369,27047,MN,Freeborn County,2556.0,2862.0,3679.0
1370,27049,MN,Goodhue County,3703.0,5554.0,7978.0
1371,27051,MN,Grant County,496.0,685.0,785.0
1372,27053,MN,Hennepin County,216718.0,289405.0,407315.0
1373,27055,MN,Houston County,1715.0,2676.0,3089.0
1374,27057,MN,Hubbard County,1464.0,2568.0,4022.0
1375,27059,MN,Isanti County,1824.0,2892.0,4528.0
1376,27061,MN,Itasca County,3317.0,5280.0,7367.0
1377,27063,MN,Jackson County,772.0,1105.0,1435.0
1378,27065,MN,Kanabec County,714.0,1025.0,1667.0
1379,27067,MN,Kandiyohi County,3783.0,4846.0,6481.0
1380,27069,MN,Kittson County,496.0,540.0,726.0
1381,27071,MN,Koochiching County,1126.0,1510.0,1758.0
1382,27073,MN,Lac qui Parle County,674.0,731.0,952.0
1383,27075,MN,Lake County,889.0,1531.0,2324.0
1384,27077,MN,Lake of the Woods County,295.0,543.0,482.0
1385,27079,MN,Le Sueur County,1917.0,2784.0,4164.0
1386,27081,MN,Lincoln County,397.0,639.0,797.0
1387,27083,MN,Lyon County,2479.0,3290.0,4385.0
1388,27085,MN,McLeod County,2358.0,3461.0,4456.0
1389,27087,MN,Mahnomen County,332.0,409.0,406.0
1390,27089,MN,Marshall County,731.0,827.0,1317.0
1391,27091,MN,Martin County,2017.0,2403.0,2845.0
1392,27093,MN,Meeker County,1340.0,2059.0,3018.0
1393,27095,MN,Mille Lacs County,1118.0,1783.0,2717.0
1394,27097,MN,Morrison County,1627.0,2573.0,3732.0
1395,27099,MN,Mower County,3233.0,3797.0,5496.0
1396,27101,MN,Murray County,547.0,749.0,1100.0
1397,27103,MN,Nicollet County,3635.0,5125.0,7035.0
1398,27105,MN,Nobles County,1461.0,1843.0,2024.0
1399,27107,MN,Norman County,527.0,669.0,800.0
1400,27109,MN,Olmsted County,19841.0,27865.0,44123.0
1401,27111,MN,Otter Tail County,4402.0,6662.0,10153.0
1402,27113,MN,Pennington County,1148.0,1316.0,1819.0
1403,27115,MN,Pine County,1317.0,1824.0,2917.0
1404,27117,MN,Pipestone County,674.0,928.0,1285.0
1405,27119,MN,Polk County,2658.0,3548.0,5181.0
1406,27121,MN,Pope County,737.0,1135.0,1755.0
1407,27123,MN,Ramsey County,89406.0,110972.0,147730.0
1408,27125,MN,Red Lake County,272.0,309.0,460.0
1409,27127,MN,Redwood County,1269.0,1514.0,1943.0
1410,27129,MN,Renville County,1197.0,1450.0,1505.0
1411,27131,MN,Rice County,5440.0,7475.0,11029.0
1412,27133,MN,Rock County,693.0,996.0,1396.0
1413,27135,MN,Roseau County,923.0,1541.0,2007.0
1414,27137,MN,St. Louis County,22409.0,29040.0,38675.0
1415,27139,MN,Scott County,5992.0,16334.0,35211.0
1416,27141,MN,Sherburne County,4015.0,7442.0,16265.0
1417,27143,MN,Sibley County,825.0,1155.0,1696.0
1418,27145,MN,Stearns County,11404.0,17036.0,25950.0
1419,27147,MN,Steele County,3071.0,4340.0,6020.0
1420,27149,MN,Stevens County,1001.0,1195.0,1659.0
1421,27151,MN,Swift County,823.0,1169.0,1135.0
1422,27153,MN,Todd County,1144.0,1568.0,2436.0
1423,27155,MN,Traverse County,302.0,305.0,426.0
1424,27157,MN,Wabasha County,1566.0,2405.0,3312.0
1425,27159,MN,Wadena County,983.0,1212.0,1193.0
1426,27161,MN,Waseca County,1529.0,2076.0,2622.0
1427,27163,MN,Washington County,23571.0,43428.0,71176.0
1428,27165,MN,Watonwan County,766.0,1058.0,1118.0
1429,27167,MN,Wilkin County,559.0,656.0,933.0
1430,27169,MN,Winona County,5394.0,6775.0,9230.0
1431,27171,MN,Wright County,4884.0,9864.0,23085.0
1432,27173,MN,Yellow Medicine County,775.0,1062.0,1092.0
1433,28000,MS,Mississippi,226947.0,297091.0,417318.0
1434,28001,MS,Adams County,3315.0,3887.0,3798.0
1435,28003,MS,Alcorn County,1982.0,2708.0,4020.0
1436,28005,MS,Amite County,715.0,844.0,1231.0
1437,28007,MS,Attala County,1178.0,1476.0,1534.0
1438,28009,MS,Benton County,377.0,396.0,583.0
1439,28011,MS,Bolivar County,3310.0,4320.0,4846.0
